ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,version,cipher,curve,server_name,resumed,last_alert,next_protocol,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,method,host,uri,referrer,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types,fingerprint,certificate.version,certificate.serial,certificate.subject,certificate.issuer,certificate.not_valid_before,certificate.not_valid_after,certificate.key_alg,certificate.sig_alg,certificate.key_type,certificate.key_length,certificate.exponent,certificate.curve,san.dns,san.uri,san.email,san.ip,basic_constraints.ca,basic_constraints.path_len,host_cert,client_cert
1742038222.044909,CTFBAc2teseZuMvs9e,104.154.89.105,1010,192.168.1.6,57362,tcp,-,0.201607,343,0,SH,F,T,0,HcADF,4,559,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.131397,CAIGpM3bfyZh3AY4Xh,192.168.1.1,34916,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,407,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.235001,Cuh47b2zZyeGhfjltb,192.168.1.1,59083,239.255.255.250,1900,udp,-,0.229102,958,0,S0,T,F,0,D,3,1042,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.498756,CHxAgULtN2dxhJJk6,192.168.1.6,32994,20.85.130.105,443,tcp,-,2834.271379,0,11885,SHR,T,F,0,^dCaCCf,0,0,118,18021,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.584608,CyJhKv2MapEoa64BJf,192.168.1.1,53591,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,393,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.637710,C3lPueW3hwOSZQtJ1,192.168.1.6,46070,44.206.181.217,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.704351,CBCvFOiU2HrZTQ7je,192.168.1.1,35625,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,391,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.814403,CBS3LH2571HWLBjrc5,192.168.1.1,43198,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,407,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.913314,CirhNq4rmgJuEUy0B7,192.168.1.6,46070,44.206.181.217,443,tcp,-,0.000152,0,0,RSTO,T,F,0,^hR,1,40,1,60,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038222.935017,C4ofVhgFiJoUlbFQe,192.168.1.1,42760,239.255.255.250,1900,udp,-,0.229138,958,0,S0,T,F,0,D,3,1042,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038223.274441,CzNZAqWs61yAN3JJ3,192.168.1.1,56487,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,393,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038223.384514,CnFgDMVmV5NpJZYXk,192.168.1.1,58326,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,391,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038223.504535,CLtBHT3c1ezT5LMLyk,192.168.1.1,47541,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,407,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038223.615069,CKSo553hlP4Y1SuwPe,192.168.1.1,47242,239.255.255.250,1900,udp,-,0.229209,958,0,S0,T,F,0,D,3,1042,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038223.954456,CWuO662NXymWOUM9ig,192.168.1.1,45813,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,393,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.074423,CqvRxd2L7gflzes7N,192.168.1.1,41282,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,391,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.194439,CeaPWl4uK0mOqaMwOe,192.168.1.1,53040,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,407,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.315005,CfO3vP1EzOypdtghLl,192.168.1.1,40620,239.255.255.250,1900,udp,-,0.219135,958,0,S0,T,F,0,D,3,1042,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.644475,Curekp4tqpXYgRwY63,192.168.1.1,59869,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,393,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.764549,C6WMmV1adeB4RiNd,192.168.1.1,42134,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,391,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.873154,CqAXnZ6SiSw6Aqhq1,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,44526,2404:6800:4005:825::200e,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.881294,CeGeTa1mnOAetUBjke,192.168.1.1,52018,239.255.255.250,1900,udp,-,-,-,-,S0,T,F,0,D,1,407,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.899893,CGk7shhV92CRCu4cd,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,51108,2404:6800:4005:825::200e,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.919083,CwGVMf3rbNHOr97nMa,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,51118,2404:6800:4005:825::200e,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.919651,CYIl7L32Jq33v5VvJ2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,44526,2404:6800:4005:825::200e,80,tcp,-,0.107893,0,773,SHR,F,F,0,^hCadf,0,0,4,1069,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.921833,CwMELc2rDIMpNZZfm,192.168.1.6,60436,8.8.8.8,53,udp,dns,0.098551,0,57,SHR,T,F,0,Cd,0,0,1,85,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.941328,C5vjsuRaNfaP9grK7,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,40340,2001:df2:e500:ed1a::1,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.942933,CZ47RM33dpYX5zsPY9,192.168.1.6,50904,8.8.8.8,53,udp,dns,0.027338,0,123,SHR,T,F,0,Cd,0,0,1,151,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.943190,CGCWDS13WZhoyTNfmg,192.168.1.6,34470,8.8.8.8,53,udp,dns,0.028902,0,106,SHR,T,F,0,Cd,0,0,1,134,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.944146,CN154EBl27CEOotqi,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,51120,2404:6800:4005:825::200e,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.944427,CBh4q52u3z2MZuC3da,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,40026,2620:149:af0::10,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.945268,CjUxGUv8F52NQUpbc,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56904,2620:149:af0::10,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.949899,CbcDO920VDV8QZGfG4,192.168.1.6,51693,8.8.8.8,53,udp,dns,0.028100,0,107,SHR,T,F,0,Cd,0,0,1,135,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.951309,Clwa3X1O4O7yUpkEkg,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,51108,2404:6800:4005:825::200e,443,tcp,-,0.951169,0,6741,SHR,F,F,0,^hCacdCf,0,0,12,2781,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.964997,CyU1rbvl7AYapYlZk,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,51118,2404:6800:4005:825::200e,443,tcp,-,1.340225,0,6740,SHR,F,F,0,^hCadcCf,0,0,14,5340,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.970777,CV86AX2xFS1j26Yp79,192.168.1.6,47531,8.8.8.8,53,udp,dns,0.031477,0,103,SHR,T,F,0,Cd,0,0,1,131,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.972577,CqbE5l3ppp6R1qQTil,192.168.1.6,54672,205.251.242.103,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.973036,CrG5w8wsSR3UjsNfe,192.168.1.6,56376,20.205.243.166,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.973298,CX5wEm0D5mgAB52rh,192.168.1.6,51178,52.94.236.248,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.975726,CIsf0M3Z7K3TOOCNh5,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,40026,2620:149:af0::10,80,tcp,-,0.066304,0,649,SHR,F,F,0,^hCadf,0,0,5,1017,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.976418,CtLJTb3IAFv6VkYlli,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56904,2620:149:af0::10,443,tcp,-,1.252371,0,4569,RSTRH,F,F,0,^hCadfCr,0,0,10,5273,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.976451,CaNKLm4EbO8kMOewB3,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,43222,2603:1030:b:3::152,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.976742,CKtCow3DTbnjkxsXAh,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,48662,2001:df2:e500:ed1a::1,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.976935,CUdVRV3uqmjBWvpeYh,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,40340,2001:df2:e500:ed1a::1,80,tcp,-,0.074500,0,169,SHR,F,F,0,^hCdfa,0,0,4,465,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.977052,CsjlBY3s61ZkMIQwa2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,33426,2001:4998:24:120d::1:0,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.979744,CgCICG2ba7OEB8cL26,192.168.1.6,43950,172.64.155.249,80,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.981838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYIl7L32Jq33v5VvJ2,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,44526,2404:6800:4005:825::200e,80,1,-,-,-,-,-,-,0,219,301,Moved Permanently,-,-,(empty),-,-,-,-,-,-,FLG3SV1hbTvJZf89G3,-,text/html,,,,,,,,,,,,,,,,,,,,,
1742038224.983087,CUJy7d3KC2KSXWZkHb,192.168.1.6,52444,8.8.8.8,53,udp,dns,0.026834,0,123,SHR,T,F,0,Cd,0,0,1,151,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.983776,C6HjZjhSY6PH55INk,192.168.1.6,36272,8.8.8.8,53,udp,dns,0.031820,0,70,SHR,T,F,0,Cd,0,0,1,98,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.983784,CatNzj9tVFR9m2Qbc,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,52254,2001:4998:24:120d::1:1,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.984660,CxhoPp2KbKeuSVowg3,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,48678,2001:df2:e500:ed1a::1,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.984788,C51SsN2OdZUodNsSv8,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,52136,2001:4998:44:3507::8000,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.985149,C27zWG3PXMQ6dWdWJ6,192.168.1.1,59165,239.255.255.250,1900,udp,-,0.219031,958,0,S0,T,F,0,D,3,1042,0,0,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.991195,COMM9b1FK1dWforr9b,192.168.1.6,41036,172.64.155.249,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.992063,C2UvCe27y1e657zdc8,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56914,2620:149:af0::10,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.992642,CiT8jM31Or1eBa9Hog,192.168.1.6,38586,104.18.32.7,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.994903,CqcTY4DTe0Qn0e5il,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56922,2620:149:af0::10,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.995197,Cngb151jAy34fjzzz5,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,56930,2620:149:af0::10,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038224.996430,C3v5Yj391xuqzfix1a,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,51120,2404:6800:4005:825::200e,443,tcp,-,1.640619,0,6438,SHR,F,F,0,^hCadcCf,0,0,14,5038,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038225.003038,CQYU0A3w2porFvwSUi,192.168.1.6,57259,8.8.8.8,53,udp,dns,0.026956,0,106,SHR,T,F,0,Cd,0,0,1,134,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038225.003879,Cp5W2pjOctZbjkab8,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,34964,2a04:4e42::396,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038225.006850,C62oDy3dYZV3rlwm7,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,47618,2a04:4e42:400::396,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038225.009350,C1A7K52eF4asZo51f1,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,32790,2603:1010:3:3::5b,443,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038225.009784,CCcFR213ReTHpTypv4,192.168.1.6,43950,172.64.155.249,80,tcp,-,0.077886,0,910,SHR,T,F,0,^hCadf,0,0,4,1126,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038225.010429,CAAX6d2UEuq4M9iOY4,192.168.1.6,56378,20.205.243.166,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038225.010752,CuNv7Vo835PRx7GLh,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,42592,2606:4700::6810:85e5,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742038225.011324,CcGHcU2ET9fzQ2j4sh,2001:ee0:4f85:4970:9a40:bbff:fe44:4b10,46036,2603:1030:20e:3::23c,80,tcp,-,-,-,-,OTH,F,F,0,C,0,0,0,0,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
